People,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
P03615,3,1,3,2,5,2,1,3,3,3,2,5,3,3,3,3,3,3,2,2,4,4,4,5,2,5,2,4,4,4,2,3,4,4,2,4,4,3,1,2,3,3,4,3,3,2,5,2,4,3
P03616,2,4,4,4,3,2,1,5,3,4,2,4,4,3,2,2,4,2,2,4,2,4,2,3,2,4,3,3,4,4,4,4,4,3,2,4,2,2,3,5,5,1,5,1,5,1,5,5,5,5
P03617,4,4,3,5,4,2,3,5,3,3,4,3,4,1,4,4,5,4,4,5,3,5,4,4,2,3,2,4,4,5,4,4,5,5,3,3,3,3,3,4,4,2,5,1,4,2,4,4,4,4
P03618,1,5,1,1,1,5,1,5,1,5,5,1,5,5,5,5,5,5,5,1,3,3,1,5,5,5,5,5,5,5,1,1,5,5,1,1,1,1,1,5,1,5,1,1,1,5,1,1,5,1
P03619,3,1,5,3,4,2,2,5,1,5,5,3,5,2,2,5,5,5,5,1,1,5,3,5,1,5,1,5,5,3,3,5,4,3,3,4,5,2,5,5,5,2,2,1,2,2,2,1,5,1
P03620,1,4,2,2,4,2,4,2,5,5,1,2,5,2,5,1,1,2,4,4,2,2,1,5,1,5,1,4,5,5,1,1,2,2,4,2,1,1,4,5,5,1,4,1,4,4,5,1,2,2
P03621,2,4,4,4,5,1,5,3,4,3,4,4,4,3,4,4,3,3,5,4,3,5,3,3,3,2,4,4,4,4,4,3,4,3,4,3,5,3,4,4,4,1,4,2,4,2,4,2,4,4
P03622,3,1,5,1,5,1,5,1,5,1,3,4,5,2,5,4,4,4,4,4,2,5,2,5,1,5,1,5,5,5,2,2,5,4,2,4,3,4,3,3,5,4,5,1,5,1,5,4,4,5
P03623,2,2,2,4,3,3,2,4,2,4,1,4,2,4,3,2,2,3,2,2,3,5,2,3,3,4,4,2,4,4,4,2,4,2,4,2,5,1,3,4,4,1,4,1,4,1,5,3,3,4
P03624,4,2,4,2,5,2,5,2,4,1,5,3,5,2,3,4,5,5,4,4,3,4,1,3,2,5,4,3,3,4,3,4,2,4,2,3,3,2,4,3,3,4,4,1,4,2,2,2,5,4
P03625,4,2,4,2,5,1,5,1,4,2,3,2,3,2,4,3,5,3,4,3,2,4,1,4,3,4,1,3,4,5,4,2,3,2,4,3,5,3,4,3,3,3,3,3,3,3,5,3,4,3
P03626,5,2,4,1,4,2,5,3,4,3,3,3,4,4,3,3,2,2,3,1,1,5,1,5,1,3,1,5,4,5,3,4,4,3,1,5,3,2,3,3,4,2,5,2,4,1,4,4,5,5
P03627,2,3,3,3,2,3,2,3,2,4,4,4,4,2,4,4,4,2,4,4,2,3,2,5,2,5,3,3,4,3,3,3,4,3,2,4,2,3,2,3,3,3,4,3,3,3,4,2,4,3
P03628,3,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,2,4,3,4,2,4,3,3,3,3,4,3,4,3,3,2,3,3,4,3
P03629,1,3,2,5,3,3,2,4,1,4,5,2,5,2,4,5,5,5,5,4,2,4,2,4,3,4,3,4,4,4,4,4,5,2,1,2,5,2,3,5,4,4,5,2,4,1,4,3,5,5
P03630,3,4,5,2,5,2,5,3,4,3,1,5,1,5,2,1,2,1,1,1,2,5,1,5,1,4,1,4,5,5,3,2,4,2,3,2,3,2,4,3,3,2,5,1,3,1,4,2,4,5
P03631,2,4,3,4,2,2,1,5,1,4,1,5,4,5,1,1,1,1,1,1,2,2,1,3,2,2,4,5,3,3,4,5,5,2,1,1,2,4,2,2,5,1,2,1,3,4,4,4,4,2
P03632,3,4,3,2,3,3,3,3,4,3,3,3,3,2,4,3,4,3,4,3,3,3,2,3,2,3,3,3,3,3,2,4,2,3,2,4,3,3,3,4,2,3,2,3,3,3,4,2,3,3
P03633,3,2,4,2,5,1,4,2,5,2,2,4,2,3,1,2,4,4,4,4,2,2,4,4,4,2,2,4,4,5,5,3,4,4,2,2,4,2,2,4,5,1,5,1,5,1,5,5,5,5
P03634,3,2,4,4,2,4,1,5,1,5,5,4,5,4,3,5,3,3,5,4,2,5,4,3,1,5,2,4,5,5,4,5,5,5,2,5,5,2,3,3,4,2,4,1,4,2,4,3,4,4
P03635,1,5,1,5,2,5,1,5,1,3,3,4,3,2,2,1,1,1,1,1,3,5,2,4,5,5,1,2,5,4,2,2,5,2,4,5,5,2,2,4,3,1,5,4,5,2,5,3,5,4
P03636,3,2,5,4,4,2,1,4,5,5,1,4,4,2,1,1,4,2,1,1,3,5,1,5,1,5,1,4,5,5,4,2,4,2,2,2,4,1,4,5,4,1,5,2,4,1,5,1,4,5
P03637,4,2,4,1,5,2,4,2,5,2,4,3,4,3,3,2,3,1,2,2,2,3,4,4,1,4,3,4,4,5,5,4,4,2,4,3,4,2,4,3,5,1,4,1,5,2,4,5,4,5
P03638,3,2,5,2,5,2,4,2,4,1,4,3,4,2,4,3,3,2,2,1,1,5,1,5,1,5,1,5,5,5,4,4,4,2,4,3,4,1,4,4,3,4,5,4,4,1,4,2,4,5
P03639,3,3,4,4,5,3,3,5,2,3,5,3,5,2,5,4,3,2,3,2,1,5,1,5,1,4,1,5,5,3,4,2,5,3,1,1,5,3,4,3,4,2,5,1,3,1,5,3,5,4
P03640,4,1,5,3,3,1,2,2,4,3,5,3,3,4,5,2,2,2,5,1,2,4,2,5,1,5,2,2,4,4,4,5,4,1,1,3,3,1,2,5,5,1,4,1,5,2,5,5,4,5
P03641,3,4,4,3,4,5,4,3,2,3,3,4,3,3,3,2,5,4,2,3,2,4,1,5,1,3,2,4,5,5,3,4,3,3,3,5,3,3,3,5,2,5,3,2,3,2,4,2,5,3
P03642,5,1,5,2,5,1,5,2,5,1,2,5,2,3,2,2,2,1,2,3,2,4,3,4,3,3,2,4,4,4,2,3,4,4,2,5,4,2,3,4,5,1,4,1,5,1,4,5,5,5
P03643,2,4,3,5,2,4,2,4,1,5,5,3,5,2,5,5,5,4,5,5,1,3,1,4,3,5,2,4,4,4,4,2,4,2,2,1,4,3,4,4,3,4,5,5,4,1,3,2,5,5
P03644,4,5,4,4,2,2,2,4,4,5,4,4,4,2,4,2,4,4,2,4,2,2,1,4,2,4,2,4,3,3,4,4,5,4,2,4,4,4,3,5,5,1,5,1,5,1,4,5,5,5
P03645,1,3,3,3,1,3,1,3,3,5,1,2,5,1,5,5,5,5,5,5,3,4,3,5,3,5,3,4,4,5,1,4,1,5,1,4,5,5,2,5,4,5,5,5,1,5,3,5,5,2
P03646,5,2,3,4,4,3,3,2,2,5,3,3,3,2,4,2,2,2,3,4,4,4,2,5,2,5,4,3,5,5,2,1,5,1,3,3,5,2,4,3,3,4,3,3,4,1,4,2,5,5
P03647,3,1,4,3,4,2,4,3,3,2,4,2,5,2,5,4,3,4,4,5,1,5,4,5,1,5,1,5,5,4,3,5,3,4,2,4,2,1,3,3,5,1,5,1,4,1,5,5,4,5
P03648,3,2,5,3,4,2,4,4,3,2,1,5,2,4,2,1,1,1,2,1,1,5,1,5,1,3,1,3,5,5,4,3,4,1,3,5,5,1,5,4,5,1,5,1,4,1,5,5,5,4
P03649,2,2,4,4,3,2,2,5,3,3,5,2,4,4,4,3,3,4,3,2,1,4,1,5,1,5,1,5,5,5,3,3,4,3,4,4,2,4,4,5,3,4,5,2,4,1,2,3,4,4
P03650,2,5,3,4,2,3,1,4,2,5,4,2,4,3,5,4,4,3,4,3,4,4,2,3,3,2,3,3,4,2,4,2,4,1,1,5,4,1,2,5,4,3,4,1,5,1,4,2,5,5
P03651,3,5,3,1,5,1,4,3,5,1,3,3,4,3,2,4,4,3,3,3,2,3,3,3,2,3,1,3,5,5,4,2,5,2,3,3,5,3,3,4,2,3,5,3,5,1,3,3,3,5
P03652,4,2,4,2,4,2,3,2,4,3,3,3,4,3,3,4,4,4,4,3,4,4,3,4,3,5,2,4,4,3,3,3,4,3,2,3,3,3,2,3,4,3,5,3,5,2,3,4,3,5
P03653,2,3,4,4,2,2,2,4,2,4,1,4,3,2,3,1,3,4,2,4,1,4,3,5,2,4,2,4,4,4,3,4,4,4,2,4,2,3,2,3,3,2,4,1,4,1,4,2,5,4
P03654,2,4,2,5,2,1,1,5,2,5,2,4,5,2,5,4,4,2,3,3,2,5,2,4,2,4,2,2,4,5,4,4,5,2,2,1,1,2,1,2,3,2,5,1,4,2,4,1,5,5
P03655,1,2,4,5,3,1,2,5,3,4,5,2,5,1,5,5,4,4,4,5,1,4,1,5,2,4,2,2,4,3,3,4,4,4,1,3,4,4,3,4,4,3,3,1,3,2,4,3,4,4
P03656,1,1,4,3,3,2,1,4,1,3,5,3,5,3,5,4,4,4,4,2,4,5,5,4,3,5,1,4,4,4,1,5,2,5,2,5,3,4,1,5,2,4,5,4,2,1,3,1,4,2
P03657,2,3,4,3,4,2,2,4,3,4,4,3,4,2,2,4,3,4,4,4,1,4,1,5,2,5,3,3,5,4,5,4,5,2,2,3,4,3,4,5,4,1,5,2,5,1,5,3,5,5
P03658,1,5,3,3,3,2,2,4,2,4,2,4,3,2,2,2,3,2,2,1,2,4,1,4,3,4,2,4,4,3,4,4,5,3,5,4,4,3,4,4,4,1,5,1,5,1,5,3,4,5
P03659,3,2,4,4,4,1,4,4,2,4,1,5,4,4,1,1,1,1,1,1,1,5,1,5,1,2,2,4,4,5,2,1,4,1,4,1,5,2,5,4,4,1,5,2,4,1,5,4,5,4
P03660,5,5,2,5,1,5,1,5,1,5,1,1,5,3,2,1,5,4,1,1,1,2,1,5,1,5,1,5,5,5,5,3,5,1,5,1,5,1,5,5,3,1,5,1,5,1,5,4,5,5
P03661,2,3,2,3,1,3,1,5,1,4,4,2,5,1,4,4,4,4,4,4,4,2,2,5,2,5,2,5,4,4,3,2,3,3,5,2,4,2,3,3,3,4,2,3,3,3,3,2,4,2
P03662,5,1,5,1,5,1,5,2,5,1,2,3,4,3,5,3,3,3,4,2,1,5,3,5,1,5,1,5,5,5,4,1,5,2,4,1,5,1,5,5,3,1,5,1,5,1,5,2,5,5
P03663,4,2,3,2,3,2,3,3,3,3,4,3,5,2,4,4,4,3,4,4,2,4,3,4,2,3,2,4,4,5,3,2,3,2,2,2,4,2,3,3,2,3,3,3,3,3,3,2,4,4
P03664,1,1,2,5,3,4,1,5,2,4,2,5,5,1,4,3,3,1,3,5,3,5,3,2,3,4,3,5,5,3,3,5,4,5,3,4,3,2,4,5,4,1,5,1,5,1,4,5,5,5
P03665,1,3,1,4,3,4,2,4,2,4,5,2,5,1,4,4,2,2,4,5,2,3,2,5,2,4,2,4,4,3,1,4,3,4,1,4,2,4,1,2,3,3,3,2,2,2,2,3,3,3
P03666,2,3,4,4,4,4,2,4,2,4,4,3,4,4,4,3,4,3,4,2,4,4,2,5,2,5,3,4,4,5,3,2,3,2,4,2,5,2,4,3,2,3,3,3,3,3,3,2,5,3
P03667,5,1,5,4,5,1,5,3,4,1,5,4,4,3,3,2,4,4,1,4,4,5,1,5,3,5,2,4,4,5,4,4,5,1,3,3,3,3,4,4,3,2,4,3,4,1,4,3,4,4
P03668,1,4,4,4,4,4,1,2,4,5,5,2,5,2,4,5,5,5,5,4,1,4,2,4,1,4,1,4,4,3,3,2,3,4,2,1,4,2,4,4,3,3,2,2,1,3,3,1,5,3
P03669,2,3,4,3,3,2,2,2,3,3,3,4,3,3,3,3,3,2,3,2,1,3,1,4,2,4,2,3,3,4,3,3,3,2,2,4,5,2,3,4,3,3,3,3,3,2,3,2,4,4
P03670,3,4,4,4,4,4,4,4,4,5,1,4,3,4,2,2,5,5,2,4,2,4,2,5,4,5,4,4,5,4,3,5,5,2,2,5,5,5,1,2,4,2,4,2,4,1,2,3,4,3
P03671,3,5,4,4,3,4,2,3,3,5,4,3,5,5,3,4,5,5,5,5,3,5,4,5,2,5,2,4,5,4,3,4,4,4,4,2,5,3,5,3,4,2,4,1,4,3,5,4,5,4
P03672,5,1,5,1,5,1,5,1,5,2,4,3,4,5,3,3,3,3,4,2,4,3,5,2,4,2,4,2,3,3,4,3,5,2,3,3,3,3,3,4,3,2,5,5,4,1,5,3,3,4
P03673,2,2,1,5,3,4,2,4,1,5,5,2,5,2,5,5,5,5,5,3,4,1,5,4,5,5,1,2,4,2,2,5,5,5,1,2,2,5,1,4,5,1,5,1,5,1,5,5,5,5
P03674,4,1,5,5,3,1,3,5,4,5,4,5,5,5,4,4,5,3,2,1,1,5,1,3,1,5,1,5,5,5,3,5,3,4,2,4,4,4,3,4,3,2,2,1,4,1,3,1,5,2
P03675,3,1,4,3,4,2,3,4,4,4,4,3,5,4,4,4,2,1,4,1,1,4,3,4,2,5,2,3,3,4,5,2,4,3,3,3,5,3,5,3,3,2,2,1,4,3,4,4,2,4
P03676,2,4,1,4,3,3,1,5,1,5,5,4,5,4,4,5,5,5,5,3,3,2,5,2,4,5,4,4,2,3,2,1,4,1,5,2,3,3,3,4,1,4,4,3,4,4,2,1,5,2
P03677,1,4,1,5,2,5,2,5,1,5,1,4,5,4,4,3,4,1,1,1,1,2,1,5,2,3,1,4,5,2,3,4,3,2,1,1,2,3,3,4,1,5,3,4,2,1,3,1,5,2
P03678,3,5,3,5,2,3,1,3,4,4,3,4,4,3,4,2,4,2,2,4,1,4,3,4,2,2,3,4,4,3,2,5,5,3,1,4,4,4,2,4,4,2,5,2,4,1,5,4,4,5
P03679,1,1,5,3,5,1,2,3,5,3,2,5,2,2,4,2,3,1,1,1,1,5,1,5,1,5,1,4,5,5,3,1,5,1,3,3,3,1,2,5,3,3,4,2,4,1,4,2,3,4
P03680,5,4,5,2,4,2,2,3,4,3,3,3,4,1,3,3,4,3,3,5,1,5,3,5,1,4,1,4,4,4,3,4,2,2,2,4,5,1,3,4,2,3,5,3,4,1,4,3,2,5
P03681,2,1,4,3,5,1,5,4,2,5,5,2,5,1,5,5,3,2,5,3,1,5,3,3,1,5,1,5,5,5,3,5,4,2,3,5,3,3,3,3,4,1,5,1,5,1,5,2,5,5
P03682,3,1,4,3,4,2,3,3,4,5,3,4,3,2,2,3,4,3,5,3,1,4,1,5,1,5,1,4,5,4,3,4,3,2,4,4,2,3,2,3,4,2,5,1,4,1,4,3,4,3
P03683,4,4,3,4,2,3,1,5,4,5,1,5,3,1,1,2,2,1,3,1,4,3,4,4,2,4,2,5,2,4,3,3,5,3,1,4,4,4,2,3,5,2,5,1,5,1,4,4,5,5
P03684,5,4,1,5,3,4,2,5,1,5,5,2,5,5,5,5,3,5,5,5,3,3,4,3,2,5,4,4,4,4,1,4,1,4,1,2,1,1,1,1,1,5,3,3,2,4,3,1,5,1
P03685,1,5,2,4,1,5,1,4,3,5,4,3,4,2,3,4,5,3,3,4,1,4,1,5,2,4,2,3,4,2,1,3,3,5,2,2,3,4,2,3,3,2,4,1,3,3,5,3,4,3
P03686,4,1,2,1,4,2,2,3,4,3,5,2,4,5,4,5,5,5,5,5,5,2,3,3,1,5,4,3,4,4,2,3,2,3,1,4,3,3,2,3,3,3,3,2,4,2,1,1,3,3
P03687,2,1,5,2,5,1,5,4,5,2,3,2,5,1,2,2,2,1,2,1,1,1,2,5,1,5,1,5,5,5,2,1,4,1,5,1,5,3,5,4,3,2,4,1,5,1,4,3,4,4
P03688,4,1,5,4,2,3,5,5,2,5,5,5,5,2,1,4,3,2,5,4,2,4,2,5,1,4,1,5,5,4,3,1,5,2,2,5,5,3,5,4,4,3,5,2,4,1,5,5,5,5
P03689,3,4,4,3,2,3,3,3,4,4,3,4,3,2,2,3,2,3,3,3,1,4,3,4,2,4,2,4,5,3,4,4,3,3,2,4,3,3,3,4,5,1,5,2,4,1,4,5,3,5
P03690,3,4,3,3,4,3,2,5,1,3,2,3,3,4,3,2,4,4,3,1,3,2,2,2,4,2,2,3,2,3,3,2,3,2,3,1,5,3,5,3,3,3,5,4,4,1,4,2,4,4
P03691,1,4,2,5,1,5,1,3,1,5,3,5,2,3,2,2,1,1,1,1,1,5,2,5,1,5,1,4,5,3,3,5,2,5,4,4,1,3,1,3,5,1,5,1,4,1,5,5,5,5
P03692,1,2,4,1,5,1,4,2,2,1,5,1,4,3,2,3,1,1,4,3,1,4,1,5,3,3,1,3,4,4,5,1,3,1,5,2,5,1,5,5,4,2,4,4,4,1,3,2,4,4
P03693,4,2,5,3,2,2,5,5,3,5,5,5,5,1,2,5,3,2,5,5,1,5,2,5,1,4,1,5,5,4,2,2,5,2,2,1,5,2,5,3,4,4,5,2,3,1,5,5,5,5
P03694,4,2,5,2,5,2,5,5,4,2,2,2,4,2,3,3,2,2,2,2,1,5,1,5,1,5,1,5,4,5,4,3,5,2,3,2,5,1,4,5,4,2,4,2,4,1,5,4,4,4
P03695,2,2,4,4,4,3,3,4,2,4,2,4,4,3,2,2,3,3,3,2,2,3,2,4,3,4,3,4,3,5,4,3,5,2,2,3,3,1,2,3,4,1,4,1,4,1,5,4,5,4
P03696,1,5,4,5,1,5,1,5,1,5,5,5,5,1,5,4,1,1,5,1,5,5,1,5,1,5,1,5,5,4,5,1,5,1,4,1,5,1,5,4,1,4,1,4,5,1,4,1,5,1
P03697,1,1,4,2,2,1,1,4,4,5,4,2,5,5,1,2,2,2,2,5,2,5,1,5,1,5,1,5,5,5,4,5,5,1,4,1,5,1,5,3,2,1,5,1,5,1,5,1,5,5
P03698,2,2,3,5,2,2,1,4,1,5,4,2,5,4,3,2,4,3,3,3,1,2,4,4,4,3,3,3,3,2,4,5,5,1,1,1,5,4,1,5,3,2,5,1,5,1,4,4,4,5
P03699,3,3,3,2,4,4,4,2,4,3,2,4,1,2,2,2,4,4,2,3,2,3,4,2,3,2,4,4,5,4,4,4,4,1,4,1,2,4,3,4,3,1,5,1,5,1,4,3,3,4
P03700,3,1,5,2,5,2,5,1,5,2,2,4,4,3,2,1,2,2,4,2,1,5,3,5,1,5,1,5,5,4,5,3,4,1,3,1,4,2,3,3,4,2,4,1,4,1,5,5,3,4
P03701,4,1,5,3,5,1,5,3,5,1,5,2,5,2,5,4,5,4,5,4,2,5,4,4,1,2,1,4,5,4,3,1,4,3,5,2,5,2,4,4,4,2,4,2,5,1,5,4,5,5
P03702,5,1,5,2,5,2,5,4,4,2,5,4,5,3,3,4,3,2,3,2,4,4,2,4,2,5,1,4,4,5,4,3,4,2,3,3,4,3,4,5,4,4,5,5,4,1,4,3,4,4
P03703,3,3,4,3,4,2,3,3,2,2,2,3,4,3,2,2,2,2,2,2,2,4,2,4,3,4,3,4,3,3,4,3,5,2,3,2,4,2,4,3,3,2,4,3,3,2,4,3,3,3
P03704,1,4,1,4,1,1,2,4,4,5,4,2,4,2,4,3,4,2,5,4,4,4,2,4,5,4,4,2,4,3,3,4,4,3,3,3,5,4,3,3,4,5,5,2,3,1,3,4,5,5
P03705,1,4,4,5,2,5,1,5,2,5,1,5,1,3,1,1,2,1,1,3,1,4,5,5,4,4,1,5,5,4,5,5,5,1,4,2,4,1,5,5,5,1,5,1,5,1,5,5,5,5
P03706,5,1,5,1,5,1,5,5,5,1,5,4,5,3,5,5,5,3,5,1,5,5,3,5,1,4,1,4,5,5,3,1,5,5,4,4,5,1,5,3,2,5,5,1,5,1,5,3,5,3
P03707,4,1,5,1,5,1,5,2,5,2,3,4,2,4,1,2,4,1,4,1,1,5,3,5,2,4,1,5,5,5,4,4,3,4,1,5,4,3,4,4,5,1,4,1,4,1,5,4,2,5
P03708,3,3,3,4,1,3,1,5,1,5,4,3,2,4,4,3,2,2,4,1,2,2,2,4,4,3,4,2,2,2,4,2,4,2,3,1,5,2,4,3,5,1,3,1,4,4,4,5,4,3
P03709,4,2,5,2,4,2,5,2,5,3,1,4,2,5,2,2,2,2,2,1,2,5,2,3,3,3,2,3,2,5,4,3,5,2,5,2,4,2,3,4,3,2,4,3,4,2,5,3,4,5
P03710,1,3,2,5,3,1,1,5,1,4,5,1,5,1,3,5,4,3,4,5,1,5,1,5,1,3,3,3,5,4,2,3,4,4,1,3,4,3,3,5,4,1,5,1,4,5,2,3,5,5
P03711,1,3,1,4,3,4,4,3,4,4,4,1,3,2,2,3,3,3,1,3,1,4,1,3,1,3,1,4,5,4,4,3,5,1,3,1,3,2,4,5,3,2,4,3,4,1,4,3,4,4
P03712,2,3,3,4,3,3,2,5,2,5,5,1,5,2,3,4,2,2,3,4,1,4,2,5,2,4,1,3,5,2,3,2,5,2,2,3,4,3,4,5,5,1,5,1,3,1,5,4,5,5
P03713,4,4,4,3,2,4,1,3,4,2,2,4,4,3,2,2,4,2,2,4,4,4,2,4,1,4,2,4,4,4,5,1,5,2,4,2,4,4,4,4,2,2,3,4,4,2,4,2,4,4
P03714,1,2,4,4,2,2,1,5,2,4,2,5,4,3,2,2,2,2,2,2,2,4,2,4,3,3,4,5,3,3,2,2,4,4,1,3,4,4,4,2,1,3,2,2,2,3,2,1,4,2
P03715,4,1,4,1,5,1,5,2,3,2,5,2,5,1,3,5,5,5,4,5,1,5,1,5,1,5,1,5,5,5,3,5,5,5,2,4,2,4,3,5,5,1,5,1,4,1,5,5,5,5
P03716,3,3,4,2,4,3,5,5,1,5,2,5,3,1,3,1,3,1,1,2,5,5,1,4,5,2,1,5,5,5,4,1,5,1,3,1,4,1,4,5,5,1,5,1,4,1,5,5,5,5
P03717,3,3,2,3,3,3,1,4,2,5,5,2,5,2,4,4,3,3,4,4,3,3,2,4,3,4,3,3,4,3,5,5,4,4,1,4,4,4,4,4,4,2,5,1,4,1,5,5,5,4
P03718,3,2,2,4,4,2,1,5,4,4,4,5,4,3,5,2,4,2,4,2,2,4,1,3,4,1,2,4,2,2,2,4,4,3,2,2,4,3,1,4,4,1,5,2,3,1,5,4,4,4
P03719,1,2,4,5,4,4,1,4,3,4,3,4,5,3,2,5,4,3,3,3,5,3,1,5,1,5,1,5,5,5,3,3,5,2,3,5,3,4,5,4,2,2,5,3,3,4,5,1,5,4
P03720,4,2,4,3,4,2,4,4,4,4,5,3,5,1,3,4,3,3,4,2,1,5,2,5,1,5,1,5,5,5,3,4,5,2,4,2,5,2,5,4,5,2,5,1,4,1,4,5,3,4
P03721,1,5,2,3,2,2,3,5,3,3,2,2,2,5,1,1,1,1,1,1,1,5,1,3,1,5,1,5,5,3,2,1,2,1,5,1,5,1,5,2,2,1,5,1,3,1,2,3,5,5
P03722,3,3,5,3,4,2,4,2,4,2,2,2,4,5,3,3,4,3,3,2,2,4,2,4,2,4,2,3,4,2,3,1,3,2,4,1,3,1,4,4,4,3,5,3,5,1,4,1,3,5
P03723,2,3,4,4,2,2,2,3,3,4,1,3,5,2,3,4,5,5,5,4,3,4,2,3,4,3,4,2,3,2,1,5,1,4,1,5,3,4,2,2,2,2,5,2,3,2,3,2,4,4
P03724,3,2,1,2,4,1,5,3,4,4,3,4,4,2,1,3,5,3,5,3,2,2,5,1,5,1,1,1,1,5,5,3,1,4,5,1,5,1,5,5,4,1,5,2,5,1,5,5,2,5
P03725,4,1,4,2,4,2,3,2,5,4,3,3,5,2,3,2,3,4,3,2,1,5,3,4,2,4,1,5,5,4,4,5,4,4,1,5,4,3,4,4,5,3,4,3,5,1,3,4,4,4
P03726,2,2,5,2,4,2,2,3,5,2,1,5,2,3,1,1,3,3,3,3,1,5,1,5,2,5,3,4,5,4,3,4,4,3,3,3,2,2,3,3,3,1,3,2,3,2,5,3,3,4
P03727,3,3,5,4,5,3,1,1,2,5,1,5,1,3,1,2,2,3,3,1,3,4,1,5,1,4,1,5,5,5,5,3,3,1,3,4,4,3,5,4,4,3,5,4,5,1,5,2,4,5
P03728,1,5,1,5,1,5,1,5,1,5,1,5,3,5,1,1,1,1,5,1,5,5,5,1,3,1,5,3,1,1,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5
P03729,4,1,5,1,4,1,4,2,4,4,2,4,2,2,1,2,5,2,1,1,1,5,1,5,1,5,1,5,5,4,5,2,5,1,5,1,5,1,5,3,3,2,5,2,4,1,5,2,5,5
P03730,1,5,1,5,1,3,1,5,1,5,4,2,4,1,3,3,3,2,2,5,1,4,1,5,1,5,2,4,5,4,3,4,3,3,1,3,3,4,3,4,5,2,3,2,3,2,4,5,5,3
P03731,2,2,2,4,5,2,4,2,4,3,4,2,4,1,4,4,4,4,5,5,2,4,2,4,2,4,2,4,4,3,3,4,5,4,2,4,4,1,2,5,4,1,3,2,5,2,4,4,5,5
P03732,4,1,4,1,4,1,4,2,5,2,2,3,2,4,2,1,1,1,2,2,2,4,1,2,2,3,2,3,3,4,4,3,3,2,3,2,4,1,3,5,4,1,2,1,4,2,4,4,4,4
P03733,1,2,5,1,5,1,1,2,5,2,2,4,4,4,1,4,1,1,4,1,1,4,1,5,1,5,1,5,4,5,4,4,4,1,2,4,2,1,4,4,4,2,5,2,5,1,5,1,4,4
P03734,4,2,4,2,4,1,4,2,4,2,2,3,3,3,2,2,3,2,2,2,1,5,1,5,1,4,1,4,5,5,2,3,3,1,3,2,3,2,3,3,5,1,5,1,5,1,5,5,5,5
P03735,3,2,4,2,5,3,5,2,4,2,2,3,5,3,2,3,3,3,3,2,1,5,2,4,2,2,1,4,4,4,5,4,3,2,3,2,4,3,5,3,5,1,3,3,3,3,4,3,5,3
P03736,4,1,4,1,5,2,5,3,3,1,4,2,4,2,3,3,3,3,2,3,1,5,3,4,1,5,1,4,4,5,3,4,2,3,3,4,5,2,4,3,5,1,4,2,4,2,4,3,5,4
P03737,1,3,1,5,3,3,1,5,1,5,5,1,5,1,3,5,4,3,5,5,2,2,2,4,2,5,3,4,5,1,3,3,5,5,4,3,5,1,1,4,3,2,5,1,5,1,4,3,5,5
P03738,2,4,3,3,3,2,1,4,2,5,3,3,4,3,3,4,3,3,3,3,3,4,1,5,2,3,2,3,1,3,4,1,4,2,2,2,4,2,4,4,5,1,5,2,4,2,5,5,5,4
P03739,3,3,4,3,4,2,3,3,3,4,5,2,5,3,3,3,5,4,2,3,1,5,1,5,1,5,1,5,5,5,4,3,4,2,3,2,4,3,5,3,3,2,5,2,4,1,5,3,5,3
P03740,2,3,4,3,4,3,3,3,3,3,2,4,3,4,1,1,1,1,1,1,1,4,1,4,2,4,1,4,3,3,4,1,5,1,3,2,4,1,4,5,4,2,5,1,5,1,4,3,2,5
P03741,3,2,3,2,4,2,4,3,4,2,2,4,2,4,3,2,2,2,2,2,4,4,1,2,4,4,4,2,3,4,2,3,2,2,2,4,3,4,2,2,5,2,5,2,4,2,4,4,4,4
P03742,3,3,5,2,5,3,5,3,4,2,3,4,2,3,2,2,4,4,3,2,2,4,3,5,2,3,1,3,4,4,3,4,4,4,3,3,4,3,4,3,3,1,5,2,5,1,4,3,4,5
P03743,2,3,1,3,2,3,1,4,1,5,4,3,2,4,4,3,1,1,4,4,1,3,1,4,2,4,1,4,5,4,3,2,4,3,3,3,4,4,4,3,2,1,2,1,4,1,4,2,4,5
P03744,2,2,2,4,3,3,2,4,2,5,2,4,2,3,3,4,2,2,2,2,4,4,2,4,2,4,2,4,4,4,4,4,4,3,2,4,4,3,3,4,5,2,5,2,4,1,4,5,5,5
P03745,2,1,4,3,3,2,4,4,4,4,5,3,4,4,4,4,5,3,4,2,1,4,2,4,2,4,2,4,4,3,3,4,3,2,3,4,4,3,4,4,3,3,5,1,3,1,3,2,3,5
P03746,4,4,5,1,5,2,5,1,5,2,1,5,1,5,4,1,1,1,1,1,1,5,1,5,1,2,1,5,5,5,4,2,5,1,1,2,5,1,1,4,2,1,5,2,5,1,4,1,4,5
P03747,5,5,4,3,2,1,2,4,4,4,5,3,4,1,4,4,4,5,2,2,5,5,4,4,4,5,3,4,4,4,2,2,4,4,4,1,2,4,3,4,4,3,3,3,2,2,3,3,4,2
